time	sig 0	sig 1
 16.612	  0.790	 -0.225
 16.616	 -0.120	 -0.600
 16.620	 -0.945	 -0.945
 16.624	 -1.415	 -1.215
 16.628	 -1.515	 -1.455
 16.632	 -1.435	 -1.600
 16.636	 -1.315	 -1.635
 16.640	 -1.120	 -1.575
 16.644	 -0.845	 -1.370
 16.648	 -0.585	 -1.120
 16.652	 -0.455	 -0.875
 16.656	 -0.425	 -0.635
 16.660	 -0.415	 -0.415
 16.664	 -0.355	 -0.215
 16.668	 -0.330	 -0.080
 16.672	 -0.310	 -0.015
 16.676	 -0.320	  0.010
 16.680	 -0.325	  0.050
 16.684	 -0.320	  0.020
 16.688	 -0.315	  0.045
 16.692	 -0.320	  0.055
 16.696	 -0.295	  0.080
 16.700	 -0.260	  0.085
 16.704	 -0.280	  0.090
 16.708	 -0.305	  0.100
 16.712	 -0.335	  0.100
 16.716	 -0.350	  0.125
 16.720	 -0.360	  0.140
 16.724	 -0.350	  0.135
 16.728	 -0.375	  0.100
 16.732	 -0.405	  0.095
 16.736	 -0.400	  0.110
 16.740	 -0.420	  0.085
 16.744	 -0.480	  0.085
 16.748	 -0.530	  0.065
 16.752	 -0.520	  0.100
 16.756	 -0.520	  0.075
 16.760	 -0.495	  0.060
 16.764	 -0.540	  0.085
 16.768	 -0.625	  0.070
 16.772	 -0.680	  0.085
 16.776	 -0.670	  0.080
 16.780	 -0.690	  0.065
 16.784	 -0.695	  0.040
 16.788	 -0.715	  0.045
 16.792	 -0.690	  0.075
 16.796	 -0.750	  0.045
 16.800	 -0.800	  0.040
 16.804	 -0.815	  0.050
 16.808	 -0.815	  0.025
 16.812	 -0.845	  0.040
 16.816	 -0.890	  0.040
 16.820	 -0.915	  0.030
 16.824	 -0.925	  0.000
 16.828	 -0.955	  0.030
 16.832	 -0.975	 -0.010
 16.836	 -0.960	 -0.020
 16.840	 -0.960	 -0.010
 16.844	 -1.000	 -0.020
 16.848	 -1.030	 -0.045
 16.852	 -1.070	 -0.090
 16.856	 -1.090	 -0.075
 16.860	 -1.080	 -0.080
 16.864	 -1.095	 -0.065
 16.868	 -1.110	 -0.120
 16.872	 -1.070	 -0.145
 16.876	 -1.040	 -0.140
 16.880	 -1.020	 -0.150
 16.884	 -0.960	 -0.130
 16.888	 -0.920	 -0.125
 16.892	 -0.875	 -0.130
 16.896	 -0.810	 -0.140
 16.900	 -0.780	 -0.120
 16.904	 -0.720	 -0.095
 16.908	 -0.695	 -0.115
 16.912	 -0.640	 -0.080
 16.916	 -0.600	 -0.055
 16.920	 -0.565	 -0.055
 16.924	 -0.505	 -0.020
 16.928	 -0.445	  0.000
 16.932	 -0.420	  0.040
 16.936	 -0.440	  0.065
 16.940	 -0.440	  0.080
 16.944	 -0.445	  0.100
 16.948	 -0.420	  0.115
 16.952	 -0.415	  0.125
 16.956	 -0.395	  0.135
 16.960	 -0.355	  0.140
 16.964	 -0.355	  0.165
 16.968	 -0.360	  0.165
 16.972	 -0.340	  0.190
 16.976	 -0.310	  0.200
 16.980	 -0.310	  0.195
 16.984	 -0.315	  0.180
 16.988	 -0.360	  0.175
 16.992	 -0.360	  0.195
 16.996	 -0.370	  0.200
 17.000	 -0.365	  0.195
 17.004	 -0.365	  0.185
 17.008	 -0.375	  0.195
 17.012	 -0.360	  0.180
 17.016	 -0.350	  0.175
 17.020	 -0.345	  0.170
 17.024	 -0.340	  0.175
 17.028	 -0.360	  0.190
 17.032	 -0.360	  0.160
 17.036	 -0.400	  0.160
 17.040	 -0.410	  0.155
 17.044	 -0.425	  0.155
 17.048	 -0.425	  0.165
 17.052	 -0.425	  0.160
 17.056	 -0.410	  0.170
 17.060	 -0.410	  0.190
 17.064	 -0.410	  0.175
 17.068	 -0.400	  0.175
 17.072	 -0.430	  0.180
 17.076	 -0.445	  0.155
 17.080	 -0.450	  0.145
 17.084	 -0.450	  0.120
 17.088	 -0.460	  0.130
 17.092	 -0.490	  0.120
 17.096	 -0.480	  0.150
 17.100	 -0.475	  0.140
 17.104	 -0.470	  0.130
 17.108	 -0.475	  0.115
 17.112	 -0.475	  0.130
 17.116	 -0.485	  0.120
 17.120	 -0.515	  0.155
 17.124	 -0.505	  0.155
 17.128	 -0.515	  0.135
 17.132	 -0.495	  0.115
 17.136	 -0.510	  0.125
 17.140	 -0.500	  0.140
 17.144	 -0.500	  0.135
 17.148	 -0.500	  0.125
 17.152	 -0.500	  0.155
 17.156	 -0.505	  0.140
 17.160	 -0.515	  0.135
 17.164	 -0.545	  0.160
 17.168	 -0.555	  0.150
 17.172	 -0.540	  0.150
 17.176	 -0.525	  0.140
 17.180	 -0.525	  0.140
 17.184	 -0.535	  0.145
 17.188	 -0.535	  0.135
 17.192	 -0.515	  0.145
 17.196	 -0.510	  0.155
 17.200	 -0.505	  0.155
 17.204	 -0.535	  0.145
 17.208	 -0.530	  0.145
 17.212	 -0.540	  0.150
 17.216	 -0.540	  0.135
 17.220	 -0.540	  0.140
 17.224	 -0.535	  0.160
 17.228	 -0.545	  0.125
 17.232	 -0.540	  0.150
 17.236	 -0.540	  0.125
 17.240	 -0.525	  0.145
 17.244	 -0.525	  0.140
 17.248	 -0.525	  0.150
 17.252	 -0.560	  0.150
 17.256	 -0.565	  0.155
 17.260	 -0.560	  0.155
 17.264	 -0.550	  0.150
 17.268	 -0.535	  0.140
 17.272	 -0.530	  0.160
 17.276	 -0.540	  0.165
 17.280	 -0.530	  0.180
 17.284	 -0.520	  0.170
 17.288	 -0.510	  0.180
 17.292	 -0.530	  0.175
 17.296	 -0.550	  0.170
 17.300	 -0.555	  0.155
 17.304	 -0.570	  0.150
 17.308	 -0.540	  0.140
 17.312	 -0.565	  0.150
 17.316	 -0.525	  0.140
 17.320	 -0.540	  0.160
 17.324	 -0.535	  0.170
 17.328	 -0.525	  0.150
 17.332	 -0.520	  0.140
 17.336	 -0.525	  0.155
 17.340	 -0.545	  0.155
 17.344	 -0.565	  0.150
 17.348	 -0.555	  0.170
 17.352	 -0.560	  0.160
 17.356	 -0.545	  0.150
 17.360	 -0.570	  0.185
 17.364	 -0.550	  0.170
 17.368	 -0.555	  0.185
 17.372	 -0.540	  0.175
 17.376	 -0.540	  0.190
 17.380	 -0.520	  0.170
 17.384	 -0.540	  0.175
 17.388	 -0.550	  0.155
 17.392	 -0.570	  0.155
 17.396	 -0.580	  0.155
 17.400	 -0.560	  0.165
 17.404	 -0.540	  0.155
 17.408	 -0.540	  0.155
 17.412	 -0.550	  0.175
 17.416	 -0.570	  0.165
 17.420	 -0.545	  0.165
 17.424	 -0.525	  0.175
 17.428	 -0.525	  0.165
 17.432	 -0.485	  0.165
 17.436	 -0.460	  0.180
 17.440	 -0.450	  0.205
 17.444	 -0.435	  0.200
 17.448	 -0.425	  0.205
 17.452	 -0.395	  0.240
 17.456	 -0.365	  0.235
 17.460	 -0.350	  0.235
 17.464	 -0.360	  0.255
 17.468	 -0.365	  0.250
 17.472	 -0.375	  0.225
 17.476	 -0.375	  0.215
 17.480	 -0.395	  0.190
 17.484	 -0.435	  0.150
 17.488	 -0.455	  0.100
 17.492	 -0.485	  0.085
 17.496	 -0.490	  0.035
 17.500	 -0.500	  0.075
 17.504	 -0.515	  0.120
 17.508	 -0.540	  0.115
 17.512	 -0.570	  0.140
 17.516	 -0.620	  0.130
 17.520	 -0.620	  0.140
 17.524	 -0.640	  0.125
 17.528	 -0.610	  0.115
 17.532	 -0.615	  0.135
 17.536	 -0.585	  0.095
 17.540	 -0.510	  0.105
 17.544	 -0.430	  0.145
 17.548	 -0.300	  0.175
 17.552	 -0.075	  0.220
 17.556	  0.230	  0.225
 17.560	  0.455	  0.180
 17.564	  0.560	  0.185
 17.568	  0.645	  0.055
 17.572	  0.470	 -0.310
 17.576	 -0.190	 -0.785
 17.580	 -1.090	 -1.180
 17.584	 -1.720	 -1.485
 17.588	 -1.940	 -1.695
 17.592	 -1.905	 -1.920
 17.596	 -1.730	 -2.060
 17.600	 -1.455	 -1.990
 17.604	 -1.165	 -1.735
 17.608	 -0.970	 -1.425
 17.612	 -0.815	 -1.090
 17.616	 -0.725	 -0.750
 17.620	 -0.660	 -0.440
 17.624	 -0.635	 -0.195
 17.628	 -0.630	 -0.075
 17.632	 -0.615	  0.015
 17.636	 -0.620	  0.075
 17.640	 -0.605	  0.115
 17.644	 -0.620	  0.135
 17.648	 -0.630	  0.160
 17.652	 -0.630	  0.165
 17.656	 -0.630	  0.175
 17.660	 -0.640	  0.200
 17.664	 -0.635	  0.165
 17.668	 -0.625	  0.170
 17.672	 -0.640	  0.195
 17.676	 -0.630	  0.195
 17.680	 -0.625	  0.195
 17.684	 -0.640	  0.185
 17.688	 -0.615	  0.200
 17.692	 -0.640	  0.225
 17.696	 -0.675	  0.215
 17.700	 -0.695	  0.245
 17.704	 -0.675	  0.225
 17.708	 -0.685	  0.185
 17.712	 -0.700	  0.225
 17.716	 -0.725	  0.230
 17.720	 -0.710	  0.235
 17.724	 -0.705	  0.210
 17.728	 -0.710	  0.210
 17.732	 -0.710	  0.220
 17.736	 -0.725	  0.225
 17.740	 -0.730	  0.215
 17.744	 -0.770	  0.215
 17.748	 -0.790	  0.205
 17.752	 -0.790	  0.185
 17.756	 -0.775	  0.185
 17.760	 -0.815	  0.190
 17.764	 -0.815	  0.190
 17.768	 -0.820	  0.170
 17.772	 -0.850	  0.150
 17.776	 -0.830	  0.135
 17.780	 -0.860	  0.135
 17.784	 -0.910	  0.150
 17.788	 -0.960	  0.155
 17.792	 -0.945	  0.120
 17.796	 -0.990	  0.065
 17.800	 -0.985	  0.115
 17.804	 -1.000	  0.110
 17.808	 -0.990	  0.110
 17.812	 -1.010	  0.105
 17.816	 -1.010	  0.075
 17.820	 -1.005	  0.060
 17.824	 -1.030	  0.065
 17.828	 -1.070	  0.050
 17.832	 -1.075	  0.035
 17.836	 -1.110	  0.015
 17.840	 -1.125	  0.015
 17.844	 -1.120	  0.010
 17.848	 -1.095	  0.000
 17.852	 -1.075	 -0.015
 17.856	 -1.015	 -0.010
 17.860	 -0.980	 -0.030
 17.864	 -0.920	 -0.040
 17.868	 -0.900	 -0.030
 17.872	 -0.885	 -0.010
 17.876	 -0.845	  0.035
 17.880	 -0.780	  0.035
 17.884	 -0.720	  0.060
 17.888	 -0.655	  0.060
 17.892	 -0.590	  0.075
 17.896	 -0.520	  0.110
 17.900	 -0.495	  0.115
 17.904	 -0.450	  0.130
 17.908	 -0.420	  0.170
 17.912	 -0.390	  0.215
 17.916	 -0.390	  0.230
 17.920	 -0.430	  0.255
 17.924	 -0.415	  0.255
 17.928	 -0.400	  0.270
 17.932	 -0.395	  0.245
 17.936	 -0.395	  0.285
 17.940	 -0.380	  0.270
 17.944	 -0.365	  0.290
 17.948	 -0.355	  0.280
 17.952	 -0.350	  0.285
 17.956	 -0.365	  0.275
 17.960	 -0.355	  0.280
 17.964	 -0.360	  0.275
 17.968	 -0.385	  0.280
 17.972	 -0.395	  0.275
 17.976	 -0.390	  0.270
 17.980	 -0.400	  0.270
 17.984	 -0.395	  0.280
 17.988	 -0.380	  0.260
 17.992	 -0.375	  0.235
 17.996	 -0.380	  0.260
 18.000	 -0.390	  0.275
 18.004	 -0.405	  0.270
 18.008	 -0.415	  0.260
 18.012	 -0.425	  0.255
 18.016	 -0.435	  0.265
 18.020	 -0.405	  0.230
 18.024	 -0.420	  0.225
 18.028	 -0.440	  0.210
 18.032	 -0.420	  0.210
 18.036	 -0.420	  0.220
 18.040	 -0.420	  0.210
 18.044	 -0.455	  0.225
 18.048	 -0.460	  0.215
 18.052	 -0.435	  0.205
 18.056	 -0.455	  0.205
 18.060	 -0.435	  0.205
 18.064	 -0.465	  0.210
 18.068	 -0.450	  0.195
 18.072	 -0.450	  0.195
 18.076	 -0.420	  0.185
 18.080	 -0.440	  0.185
 18.084	 -0.430	  0.180
 18.088	 -0.420	  0.180
 18.092	 -0.415	  0.155
 18.096	 -0.415	  0.155
 18.100	 -0.410	  0.165
 18.104	 -0.455	  0.190
 18.108	 -0.385	  0.230
 18.112	 -0.160	  0.260
 18.116	  0.200	  0.225
 18.120	  0.540	  0.105
 18.124	  0.740	 -0.040
 18.128	  0.610	 -0.175
 18.132	 -0.050	 -0.205
 18.136	 -1.015	 -0.310
 18.140	 -1.655	 -0.605
 18.144	 -1.920	 -0.985
 18.148	 -1.895	 -1.275
 18.152	 -1.770	 -1.475
 18.156	 -1.580	 -1.555
 18.160	 -1.270	 -1.510
 18.164	 -0.925	 -1.325
 18.168	 -0.595	 -1.055
 18.172	 -0.400	 -0.735
 18.176	 -0.315	 -0.415
 18.180	 -0.285	 -0.185
 18.184	 -0.280	 -0.015
 18.188	 -0.315	  0.115
 18.192	 -0.340	  0.190
 18.196	 -0.330	  0.270
 18.200	 -0.320	  0.255
 18.204	 -0.310	  0.220
 18.208	 -0.285	  0.200
 18.212	 -0.260	  0.245
 18.216	 -0.245	  0.270
 18.220	 -0.250	  0.270
 18.224	 -0.295	  0.295
 18.228	 -0.305	  0.280
 18.232	 -0.340	  0.270
 18.236	 -0.360	  0.240
 18.240	 -0.380	  0.220
 18.244	 -0.400	  0.190
 18.248	 -0.400	  0.175
 18.252	 -0.385	  0.175
 18.256	 -0.390	  0.155
 18.260	 -0.400	  0.145
 18.264	 -0.405	  0.145
 18.268	 -0.400	  0.155
 18.272	 -0.410	  0.130
 18.276	 -0.435	  0.125
 18.280	 -0.465	  0.095
 18.284	 -0.480	  0.120
 18.288	 -0.500	  0.105
 18.292	 -0.500	  0.115
 18.296	 -0.515	  0.105
 18.300	 -0.515	  0.080
 18.304	 -0.520	  0.070
 18.308	 -0.540	  0.100
 18.312	 -0.565	  0.085
 18.316	 -0.575	  0.095
 18.320	 -0.600	  0.080
 18.324	 -0.620	  0.055
 18.328	 -0.665	  0.055
 18.332	 -0.680	  0.055
 18.336	 -0.700	  0.035
 18.340	 -0.700	  0.035
 18.344	 -0.695	  0.035
 18.348	 -0.725	  0.015
 18.352	 -0.735	 -0.005
 18.356	 -0.760	  0.000
 18.360	 -0.795	 -0.010
 18.364	 -0.790	 -0.020
 18.368	 -0.795	 -0.045
 18.372	 -0.805	 -0.065
 18.376	 -0.770	 -0.085
 18.380	 -0.765	 -0.085
 18.384	 -0.745	 -0.095
 18.388	 -0.700	 -0.090
 18.392	 -0.655	 -0.110
 18.396	 -0.620	 -0.100
 18.400	 -0.580	 -0.110
 18.404	 -0.545	 -0.100
 18.408	 -0.510	 -0.080
 18.412	 -0.465	 -0.070
 18.416	 -0.415	 -0.060
 18.420	 -0.370	 -0.045
 18.424	 -0.350	 -0.030
 18.428	 -0.290	  0.010
 18.432	 -0.280	  0.030
 18.436	 -0.240	  0.070
 18.440	 -0.245	  0.100
 18.444	 -0.230	  0.105
 18.448	 -0.200	  0.130
 18.452	 -0.205	  0.155
 18.456	 -0.230	  0.175
 18.460	 -0.245	  0.180
 18.464	 -0.265	  0.185
 18.468	 -0.290	  0.230
 18.472	 -0.300	  0.205
 18.476	 -0.305	  0.215
 18.480	 -0.315	  0.210
 18.484	 -0.300	  0.195
 18.488	 -0.305	  0.200
 18.492	 -0.310	  0.210
 18.496	 -0.300	  0.210
 18.500	 -0.320	  0.200
 18.504	 -0.330	  0.215
 18.508	 -0.345	  0.230
 18.512	 -0.355	  0.230
 18.516	 -0.365	  0.220
 18.520	 -0.355	  0.225
 18.524	 -0.345	  0.225
 18.528	 -0.355	  0.200
 18.532	 -0.315	  0.205
 18.536	 -0.345	  0.215
 18.540	 -0.345	  0.165
 18.544	 -0.360	  0.200
 18.548	 -0.370	  0.200
 18.552	 -0.365	  0.185
 18.556	 -0.320	  0.205
 18.560	 -0.255	  0.205
 18.564	 -0.240	  0.210
 18.568	 -0.220	  0.195
 18.572	 -0.195	  0.175
 18.576	 -0.200	  0.190
 18.580	 -0.210	  0.190
 18.584	 -0.210	  0.175
 18.588	 -0.215	  0.190
 18.592	 -0.225	  0.190
 18.596	 -0.250	  0.200
 18.600	 -0.240	  0.200
 18.604	 -0.250	  0.180
 18.608	 -0.230	  0.180
 18.612	 -0.210	  0.165
 18.616	 -0.195	  0.190
 18.620	 -0.170	  0.205
 18.624	 -0.170	  0.180
 18.628	 -0.170	  0.170
 18.632	 -0.145	  0.160
 18.636	 -0.135	  0.180
 18.640	 -0.120	  0.190
 18.644	 -0.065	  0.185
 18.648	  0.000	  0.195
 18.652	  0.070	  0.185
 18.656	  0.140	  0.215
 18.660	  0.155	  0.275
 18.664	  0.145	  0.305
 18.668	  0.130	  0.335
 18.672	  0.085	  0.300
 18.676	  0.060	  0.280
 18.680	  0.030	  0.245
 18.684	 -0.040	  0.230
 18.688	 -0.085	  0.230
 18.692	 -0.145	  0.220
 18.696	 -0.205	  0.220
 18.700	 -0.215	  0.220
 18.704	 -0.230	  0.210
 18.708	 -0.260	  0.220
 18.712	 -0.260	  0.185
 18.716	 -0.275	  0.135
 18.720	 -0.275	  0.110
 18.724	 -0.285	  0.120
 18.728	 -0.310	  0.100
 18.732	 -0.285	  0.105
 18.736	 -0.290	  0.090
 18.740	 -0.225	  0.090
 18.744	 -0.125	  0.085
 18.748	 -0.045	  0.135
 18.752	  0.065	  0.190
 18.756	  0.345	  0.250
 18.760	  0.625	  0.220
 18.764	  0.830	  0.195
 18.768	  0.980	  0.115
 18.772	  1.065	 -0.050
 18.776	  0.715	 -0.435
 18.780	 -0.160	 -0.870
 18.784	 -1.000	 -1.295
 18.788	 -1.510	 -1.565
 18.792	 -1.650	 -1.805
 18.796	 -1.550	 -2.010
 18.800	 -1.310	 -2.085
 18.804	 -1.020	 -1.975
 18.808	 -0.740	 -1.745
 18.812	 -0.565	 -1.380
 18.816	 -0.475	 -0.965
 18.820	 -0.425	 -0.635
 18.824	 -0.375	 -0.355
 18.828	 -0.355	 -0.130
 18.832	 -0.340	  0.000
 18.836	 -0.325	  0.060
 18.840	 -0.305	  0.085
 18.844	 -0.305	  0.130
 18.848	 -0.320	  0.120
 18.852	 -0.310	  0.130
 18.856	 -0.320	  0.145
 18.860	 -0.340	  0.145
 18.864	 -0.345	  0.190
 18.868	 -0.355	  0.175
 18.872	 -0.330	  0.165
 18.876	 -0.330	  0.155
 18.880	 -0.320	  0.160
 18.884	 -0.310	  0.165
 18.888	 -0.320	  0.190
 18.892	 -0.340	  0.205
 18.896	 -0.350	  0.215
 18.900	 -0.330	  0.215
 18.904	 -0.355	  0.210
 18.908	 -0.370	  0.215
 18.912	 -0.365	  0.230
 18.916	 -0.385	  0.240
 18.920	 -0.400	  0.230
 18.924	 -0.370	  0.240
 18.928	 -0.395	  0.205
 18.932	 -0.395	  0.230
 18.936	 -0.400	  0.225
 18.940	 -0.420	  0.215
 18.944	 -0.460	  0.210
 18.948	 -0.485	  0.185
 18.952	 -0.505	  0.205
 18.956	 -0.550	  0.195
 18.960	 -0.550	  0.190
 18.964	 -0.550	  0.175
 18.968	 -0.575	  0.165
 18.972	 -0.565	  0.175
 18.976	 -0.565	  0.170
 18.980	 -0.600	  0.150
 18.984	 -0.630	  0.160
 18.988	 -0.685	  0.170
 18.992	 -0.700	  0.110
 18.996	 -0.705	  0.110
 19.000	 -0.720	  0.095
 19.004	 -0.740	  0.090
 19.008	 -0.750	  0.075
 19.012	 -0.745	  0.060
 19.016	 -0.745	  0.080
 19.020	 -0.755	  0.095
 19.024	 -0.740	  0.075
 19.028	 -0.785	  0.035
 19.032	 -0.800	  0.040
 19.036	 -0.790	  0.035
 19.040	 -0.785	  0.010
 19.044	 -0.770	  0.015
 19.048	 -0.740	  0.020
 19.052	 -0.680	  0.010
 19.056	 -0.640	  0.005
 19.060	 -0.605	 -0.005
 19.064	 -0.540	  0.000
 19.068	 -0.480	 -0.010
 19.072	 -0.425	 -0.015
 19.076	 -0.390	 -0.015
 19.080	 -0.340	  0.020
 19.084	 -0.315	  0.025
 19.088	 -0.250	  0.045
 19.092	 -0.225	  0.085
 19.096	 -0.190	  0.085
 19.100	 -0.140	  0.115
 19.104	 -0.115	  0.130
 19.108	 -0.085	  0.165
 19.112	 -0.095	  0.185
 19.116	 -0.085	  0.195
 19.120	 -0.075	  0.230
 19.124	 -0.080	  0.235
 19.128	 -0.085	  0.225
 19.132	 -0.075	  0.250
 19.136	 -0.080	  0.240
 19.140	 -0.080	  0.260
 19.144	 -0.050	  0.270
 19.148	 -0.075	  0.260
 19.152	 -0.065	  0.270
 19.156	 -0.070	  0.265
 19.160	 -0.065	  0.270
 19.164	 -0.080	  0.260
 19.168	 -0.090	  0.255
 19.172	 -0.100	  0.280
 19.176	 -0.100	  0.270
 19.180	 -0.090	  0.270
 19.184	 -0.100	  0.265
 19.188	 -0.105	  0.275
 19.192	 -0.090	  0.270
 19.196	 -0.090	  0.265
 19.200	 -0.090	  0.240
 19.204	 -0.105	  0.250
 19.208	 -0.140	  0.240
 19.212	 -0.125	  0.250
 19.216	 -0.125	  0.260
 19.220	 -0.135	  0.260
 19.224	 -0.145	  0.235
 19.228	 -0.155	  0.260
 19.232	 -0.125	  0.240
 19.236	 -0.130	  0.210
 19.240	 -0.105	  0.210
 19.244	 -0.130	  0.205
 19.248	 -0.150	  0.200
 19.252	 -0.145	  0.200
 19.256	 -0.150	  0.215
 19.260	 -0.180	  0.195
 19.264	 -0.185	  0.220
 19.268	 -0.170	  0.205
 19.272	 -0.180	  0.200
 19.276	 -0.160	  0.200
 19.280	 -0.155	  0.215
 19.284	 -0.155	  0.225
 19.288	 -0.170	  0.210
 19.292	 -0.150	  0.205
 19.296	 -0.175	  0.215
 19.300	 -0.175	  0.215
 19.304	 -0.185	  0.210
 19.308	 -0.190	  0.205
 19.312	 -0.185	  0.190
 19.316	 -0.170	  0.190
 19.320	 -0.170	  0.170
 19.324	 -0.160	  0.205
 19.328	 -0.160	  0.190
 19.332	 -0.155	  0.185
 19.336	 -0.160	  0.185
 19.340	 -0.180	  0.175
 19.344	 -0.215	  0.175
 19.348	 -0.215	  0.170
 19.352	 -0.215	  0.185
 19.356	 -0.190	  0.160
 19.360	 -0.190	  0.175
 19.364	 -0.185	  0.175
 19.368	 -0.195	  0.180
 19.372	 -0.190	  0.185
 19.376	 -0.180	  0.190
 19.380	 -0.185	  0.180
 19.384	 -0.190	  0.165
 19.388	 -0.205	  0.180
 19.392	 -0.210	  0.160
 19.396	 -0.220	  0.160
 19.400	 -0.210	  0.165
 19.404	 -0.200	  0.145
 19.408	 -0.175	  0.140
 19.412	 -0.170	  0.140
 19.416	 -0.170	  0.140
 19.420	 -0.190	  0.145
 19.424	 -0.200	  0.135
 19.428	 -0.220	  0.140
 19.432	 -0.220	  0.130
 19.436	 -0.230	  0.125
 19.440	 -0.220	  0.115
 19.444	 -0.215	  0.130
 19.448	 -0.225	  0.130
 19.452	 -0.210	  0.125
 19.456	 -0.190	  0.120
 19.460	 -0.185	  0.125
 19.464	 -0.195	  0.130
 19.468	 -0.195	  0.140
 19.472	 -0.200	  0.145
 19.476	 -0.205	  0.105
 19.480	 -0.220	  0.100
 19.484	 -0.220	  0.090
 19.488	 -0.230	  0.105
 19.492	 -0.225	  0.100
 19.496	 -0.205	  0.120
 19.500	 -0.205	  0.120
 19.504	 -0.215	  0.115
 19.508	 -0.225	  0.095
 19.512	 -0.220	  0.105
 19.516	 -0.200	  0.100
 19.520	 -0.220	  0.110
 19.524	 -0.240	  0.150
 19.528	 -0.220	  0.115
 19.532	 -0.240	  0.090
 19.536	 -0.225	  0.070
 19.540	 -0.240	  0.095
 19.544	 -0.205	  0.100
 19.548	 -0.200	  0.110
 19.552	 -0.200	  0.110
 19.556	 -0.210	  0.120
 19.560	 -0.200	  0.100
 19.564	 -0.200	  0.110
 19.568	 -0.180	  0.110
 19.572	 -0.160	  0.090
 19.576	 -0.100	  0.105
 19.580	 -0.095	  0.120
 19.584	 -0.105	  0.160
 19.588	 -0.080	  0.160
 19.592	 -0.060	  0.175
 19.596	 -0.040	  0.165
 19.600	 -0.005	  0.170
 19.604	 -0.025	  0.200
 19.608	 -0.020	  0.185
 19.612	  0.010	  0.170
 19.616	  0.000	  0.135
 19.620	 -0.045	  0.120
 19.624	 -0.055	  0.110
 19.628	 -0.085	  0.110
 19.632	 -0.115	  0.070
 19.636	 -0.160	  0.065
 19.640	 -0.190	  0.100
 19.644	 -0.210	  0.095
 19.648	 -0.225	  0.085
 19.652	 -0.250	  0.090
 19.656	 -0.300	  0.105
 19.660	 -0.300	  0.080
 19.664	 -0.260	  0.055
 19.668	 -0.275	  0.065
 19.672	 -0.240	  0.060
 19.676	 -0.180	  0.060
 19.680	 -0.125	  0.065
 19.684	 -0.055	  0.085
 19.688	  0.135	  0.150
 19.692	  0.440	  0.180
 19.696	  0.705	  0.170
 19.700	  0.905	  0.140
 19.704	  1.080	  0.100
 19.708	  1.070	 -0.070
 19.712	  0.600	 -0.535
 19.716	 -0.310	 -1.000
 19.720	 -1.100	 -1.390
 19.724	 -1.515	 -1.670
 19.728	 -1.590	 -1.900
 19.732	 -1.470	 -2.100
 19.736	 -1.230	 -2.110
 19.740	 -0.930	 -1.960
 19.744	 -0.705	 -1.640
 19.748	 -0.515	 -1.300
 19.752	 -0.430	 -0.925
 19.756	 -0.370	 -0.560
 19.760	 -0.345	 -0.300
 19.764	 -0.300	 -0.110
 19.768	 -0.295	  0.000
 19.772	 -0.300	  0.055
 19.776	 -0.280	  0.090
 19.780	 -0.290	  0.110
 19.784	 -0.330	  0.135
 19.788	 -0.310	  0.125
 19.792	 -0.325	  0.155
 19.796	 -0.330	  0.135
 19.800	 -0.330	  0.150
 19.804	 -0.335	  0.170
 19.808	 -0.330	  0.135
 19.812	 -0.320	  0.145
 19.816	 -0.305	  0.170
 19.820	 -0.315	  0.175
 19.824	 -0.320	  0.180
 19.828	 -0.350	  0.165
 19.832	 -0.360	  0.150
 19.836	 -0.375	  0.175
 19.840	 -0.390	  0.180
 19.844	 -0.370	  0.175
 19.848	 -0.375	  0.185
 19.852	 -0.380	  0.165
 19.856	 -0.345	  0.170
 19.860	 -0.355	  0.175
 19.864	 -0.355	  0.180
 19.868	 -0.380	  0.165
 19.872	 -0.395	  0.155
 19.876	 -0.430	  0.150
 19.880	 -0.450	  0.150
 19.884	 -0.470	  0.150
 19.888	 -0.495	  0.150
 19.892	 -0.515	  0.140
 19.896	 -0.515	  0.145
 19.900	 -0.525	  0.150
 19.904	 -0.520	  0.115
 19.908	 -0.555	  0.140
 19.912	 -0.555	  0.115
 19.916	 -0.560	  0.115
 19.920	 -0.595	  0.095
 19.924	 -0.610	  0.095
 19.928	 -0.640	  0.080
 19.932	 -0.655	  0.095
 19.936	 -0.670	  0.085
 19.940	 -0.670	  0.050
 19.944	 -0.670	  0.065
 19.948	 -0.680	  0.035
 19.952	 -0.685	  0.045
 19.956	 -0.695	  0.005
 19.960	 -0.730	  0.005
 19.964	 -0.725	  0.015
 19.968	 -0.740	  0.000
 19.972	 -0.760	 -0.020
 19.976	 -0.780	 -0.030
 19.980	 -0.780	 -0.035
 19.984	 -0.750	 -0.040
 19.988	 -0.730	 -0.060
 19.992	 -0.735	 -0.070
 19.996	 -0.705	 -0.070
 20.000	 -0.695	 -0.080
 20.004	 -0.650	 -0.080
 20.008	 -0.635	 -0.080
 20.012	 -0.610	 -0.100
 20.016	 -0.555	 -0.085
 20.020	 -0.500	 -0.115
 20.024	 -0.460	 -0.095
 20.028	 -0.420	 -0.065
 20.032	 -0.340	 -0.060
 20.036	 -0.295	 -0.035
 20.040	 -0.255	 -0.020
 20.044	 -0.230	  0.005
 20.048	 -0.210	  0.020
 20.052	 -0.190	  0.030
 20.056	 -0.165	  0.060
 20.060	 -0.135	  0.085
 20.064	 -0.135	  0.100
 20.068	 -0.120	  0.100
 20.072	 -0.100	  0.120
 20.076	 -0.095	  0.135
