time	sig 0	sig 1
 14.672	  0.535	  0.425
 14.680	  0.535	  0.425
 14.688	  0.525	  0.425
 14.695	  0.515	  0.415
 14.703	  0.505	  0.405
 14.711	  0.505	  0.395
 14.719	  0.495	  0.395
 14.727	  0.485	  0.385
 14.734	  0.475	  0.375
 14.742	  0.465	  0.375
 14.750	  0.465	  0.365
 14.758	  0.455	  0.365
 14.766	  0.445	  0.345
 14.773	  0.445	  0.345
 14.781	  0.425	  0.335
 14.789	  0.425	  0.335
 14.797	  0.415	  0.325
 14.805	  0.415	  0.315
 14.812	  0.405	  0.315
 14.820	  0.395	  0.305
 14.828	  0.385	  0.295
 14.836	  0.385	  0.285
 14.844	  0.375	  0.285
 14.852	  0.365	  0.275
 14.859	  0.355	  0.265
 14.867	  0.355	  0.265
 14.875	  0.345	  0.255
 14.883	  0.335	  0.255
 14.891	  0.335	  0.245
 14.898	  0.325	  0.235
 14.906	  0.315	  0.235
 14.914	  0.315	  0.225
 14.922	  0.295	  0.215
 14.930	  0.295	  0.215
 14.938	  0.285	  0.205
 14.945	  0.285	  0.205
 14.953	  0.275	  0.195
 14.961	  0.275	  0.195
 14.969	  0.265	  0.185
 14.977	  0.255	  0.185
 14.984	  0.255	  0.175
 14.992	  0.245	  0.175
 15.000	  0.235	  0.175
 15.008	  0.235	  0.165
 15.016	  0.225	  0.155
 15.023	  0.225	  0.155
 15.031	  0.215	  0.155
 15.039	  0.215	  0.145
 15.047	  0.205	  0.135
 15.055	  0.205	  0.135
 15.062	  0.195	  0.135
 15.070	  0.195	  0.135
 15.078	  0.185	  0.115
 15.086	  0.185	  0.115
 15.094	  0.175	  0.115
 15.102	  0.175	  0.115
 15.109	  0.165	  0.105
 15.117	  0.165	  0.105
 15.125	  0.155	  0.095
 15.133	  0.145	  0.085
 15.141	  0.135	  0.075
 15.148	  0.125	  0.065
 15.156	 -0.445	 -0.485
 15.164	 -0.665	 -0.645
 15.172	 -0.635	 -0.625
 15.180	 -0.625	 -0.625
 15.188	 -0.625	 -0.615
 15.195	 -0.615	 -0.605
 15.203	 -0.615	 -0.605
 15.211	 -0.605	 -0.595
 15.219	 -0.595	 -0.595
 15.227	 -0.595	 -0.585
 15.234	 -0.585	 -0.575
 15.242	 -0.575	 -0.575
 15.250	 -0.565	 -0.565
 15.258	 -0.555	 -0.555
 15.266	 -0.545	 -0.545
 15.273	 -0.535	 -0.545
 15.281	 -0.525	 -0.535
 15.289	 -0.525	 -0.525
 15.297	 -0.515	 -0.525
 15.305	 -0.505	 -0.515
 15.312	 -0.495	 -0.505
 15.320	 -0.485	 -0.495
 15.328	 -0.485	 -0.495
 15.336	 -0.475	 -0.485
 15.344	 -0.465	 -0.475
 15.352	 -0.455	 -0.465
 15.359	 -0.455	 -0.465
 15.367	 -0.445	 -0.465
 15.375	 -0.445	 -0.455
 15.383	 -0.435	 -0.445
 15.391	 -0.425	 -0.445
 15.398	 -0.415	 -0.435
 15.406	 -0.415	 -0.425
 15.414	 -0.415	 -0.425
 15.422	 -0.415	 -0.415
 15.430	 -0.405	 -0.415
 15.438	 -0.395	 -0.405
 15.445	 -0.385	 -0.405
 15.453	 -0.385	 -0.395
 15.461	 -0.385	 -0.395
 15.469	 -0.375	 -0.385
 15.477	 -0.365	 -0.375
 15.484	 -0.365	 -0.375
 15.492	 -0.355	 -0.365
 15.500	 -0.345	 -0.365
 15.508	 -0.345	 -0.355
 15.516	 -0.345	 -0.355
 15.523	 -0.335	 -0.345
 15.531	 -0.335	 -0.345
 15.539	 -0.325	 -0.335
 15.547	 -0.325	 -0.335
 15.555	 -0.315	 -0.325
 15.562	 -0.305	 -0.325
 15.570	 -0.305	 -0.315
 15.578	 -0.305	 -0.315
 15.586	 -0.295	 -0.305
 15.594	 -0.295	 -0.295
 15.602	 -0.285	 -0.295
 15.609	 -0.275	 -0.295
 15.617	 -0.275	 -0.285
 15.625	 -0.265	 -0.275
 15.633	 -0.255	 -0.265
 15.641	 -0.245	 -0.265
 15.648	 -0.225	 -0.255
 15.656	  0.385	  0.335
 15.664	  0.575	  0.475
 15.672	  0.545	  0.455
 15.680	  0.535	  0.445
 15.688	  0.525	  0.445
 15.695	  0.515	  0.445
 15.703	  0.505	  0.425
 15.711	  0.505	  0.425
 15.719	  0.495	  0.415
 15.727	  0.485	  0.415
 15.734	  0.475	  0.405
 15.742	  0.465	  0.405
 15.750	  0.455	  0.395
 15.758	  0.455	  0.385
 15.766	  0.445	  0.375
 15.773	  0.435	  0.375
 15.781	  0.425	  0.355
 15.789	  0.425	  0.355
 15.797	  0.415	  0.345
 15.805	  0.405	  0.345
 15.812	  0.395	  0.335
 15.820	  0.395	  0.325
 15.828	  0.385	  0.315
 15.836	  0.375	  0.315
 15.844	  0.365	  0.315
 15.852	  0.365	  0.305
 15.859	  0.365	  0.295
 15.867	  0.355	  0.295
 15.875	  0.345	  0.285
 15.883	  0.345	  0.285
 15.891	  0.335	  0.275
 15.898	  0.325	  0.275
 15.906	  0.315	  0.265
 15.914	  0.315	  0.255
 15.922	  0.305	  0.255
 15.930	  0.305	  0.245
 15.938	  0.295	  0.245
 15.945	  0.285	  0.235
 15.953	  0.285	  0.235
 15.961	  0.285	  0.225
 15.969	  0.275	  0.225
 15.977	  0.265	  0.215
 15.984	  0.265	  0.205
 15.992	  0.255	  0.205
 16.000	  0.255	  0.205
 16.008	  0.245	  0.195
 16.016	  0.245	  0.195
 16.023	  0.235	  0.185
 16.031	  0.225	  0.185
 16.039	  0.225	  0.175
 16.047	  0.225	  0.175
 16.055	  0.215	  0.165
 16.062	  0.215	  0.165
 16.070	  0.205	  0.155
 16.078	  0.195	  0.155
 16.086	  0.195	  0.145
 16.094	  0.185	  0.145
 16.102	  0.185	  0.145
 16.109	  0.175	  0.135
 16.117	  0.175	  0.125
 16.125	  0.165	  0.125
 16.133	  0.155	  0.125
 16.141	  0.145	  0.115
 16.148	  0.135	  0.095
 16.156	 -0.235	 -0.325
 16.164	 -0.685	 -0.625
 16.172	 -0.645	 -0.605
 16.180	 -0.635	 -0.595
 16.188	 -0.625	 -0.585
 16.195	 -0.625	 -0.585
 16.203	 -0.615	 -0.585
 16.211	 -0.615	 -0.575
 16.219	 -0.605	 -0.565
 16.227	 -0.595	 -0.555
 16.234	 -0.585	 -0.555
 16.242	 -0.575	 -0.545
 16.250	 -0.565	 -0.535
 16.258	 -0.555	 -0.525
 16.266	 -0.545	 -0.525
 16.273	 -0.535	 -0.515
 16.281	 -0.535	 -0.505
 16.289	 -0.525	 -0.495
 16.297	 -0.515	 -0.495
 16.305	 -0.505	 -0.485
 16.312	 -0.505	 -0.475
 16.320	 -0.495	 -0.465
 16.328	 -0.485	 -0.465
 16.336	 -0.475	 -0.455
 16.344	 -0.475	 -0.455
 16.352	 -0.465	 -0.435
 16.359	 -0.455	 -0.435
 16.367	 -0.445	 -0.435
 16.375	 -0.435	 -0.425
 16.383	 -0.435	 -0.415
 16.391	 -0.425	 -0.415
 16.398	 -0.415	 -0.405
 16.406	 -0.415	 -0.395
 16.414	 -0.405	 -0.395
 16.422	 -0.395	 -0.395
 16.430	 -0.395	 -0.375
 16.438	 -0.385	 -0.375
 16.445	 -0.375	 -0.365
 16.453	 -0.365	 -0.365
 16.461	 -0.365	 -0.355
 16.469	 -0.355	 -0.345
 16.477	 -0.355	 -0.345
 16.484	 -0.345	 -0.345
 16.492	 -0.335	 -0.335
 16.500	 -0.345	 -0.335
 16.508	 -0.325	 -0.325
 16.516	 -0.325	 -0.325
 16.523	 -0.315	 -0.315
 16.531	 -0.315	 -0.315
 16.539	 -0.305	 -0.305
 16.547	 -0.305	 -0.305
 16.555	 -0.295	 -0.295
 16.562	 -0.295	 -0.295
 16.570	 -0.285	 -0.285
 16.578	 -0.285	 -0.285
 16.586	 -0.275	 -0.275
 16.594	 -0.275	 -0.275
 16.602	 -0.265	 -0.275
 16.609	 -0.265	 -0.265
 16.617	 -0.255	 -0.265
 16.625	 -0.245	 -0.255
 16.633	 -0.235	 -0.245
 16.641	 -0.225	 -0.245
 16.648	 -0.205	 -0.225
 16.656	  0.345	  0.325
 16.664	  0.595	  0.495
 16.672	  0.565	  0.475
 16.680	  0.555	  0.465
 16.688	  0.545	  0.465
 16.695	  0.545	  0.455
 16.703	  0.535	  0.445
 16.711	  0.525	  0.445
 16.719	  0.525	  0.435
 16.727	  0.515	  0.435
 16.734	  0.505	  0.415
 16.742	  0.495	  0.415
 16.750	  0.495	  0.405
 16.758	  0.485	  0.405
 16.766	  0.475	  0.395
 16.773	  0.465	  0.385
 16.781	  0.455	  0.385
 16.789	  0.455	  0.375
 16.797	  0.445	  0.365
 16.805	  0.435	  0.355
 16.812	  0.425	  0.355
 16.820	  0.425	  0.345
 16.828	  0.415	  0.335
 16.836	  0.415	  0.335
 16.844	  0.405	  0.335
 16.852	  0.395	  0.325
 16.859	  0.395	  0.315
 16.867	  0.385	  0.305
 16.875	  0.385	  0.305
 16.883	  0.375	  0.295
 16.891	  0.365	  0.285
 16.898	  0.355	  0.285
 16.906	  0.355	  0.275
 16.914	  0.345	  0.275
 16.922	  0.335	  0.265
 16.930	  0.325	  0.265
 16.938	  0.325	  0.255
 16.945	  0.315	  0.245
 16.953	  0.315	  0.245
 16.961	  0.305	  0.235
 16.969	  0.295	  0.235
 16.977	  0.295	  0.225
 16.984	  0.285	  0.225
 16.992	  0.285	  0.215
 17.000	  0.275	  0.205
 17.008	  0.265	  0.205
 17.016	  0.265	  0.205
 17.023	  0.265	  0.195
 17.031	  0.255	  0.195
 17.039	  0.255	  0.185
 17.047	  0.245	  0.175
 17.055	  0.245	  0.175
 17.062	  0.235	  0.165
 17.070	  0.235	  0.165
 17.078	  0.225	  0.155
 17.086	  0.225	  0.155
 17.094	  0.215	  0.145
 17.102	  0.215	  0.145
 17.109	  0.205	  0.135
 17.117	  0.205	  0.135
 17.125	  0.195	  0.135
 17.133	  0.195	  0.125
 17.141	  0.175	  0.115
 17.148	  0.165	  0.095
 17.156	 -0.275	 -0.385
 17.164	 -0.635	 -0.625
 17.172	 -0.605	 -0.605
 17.180	 -0.595	 -0.595
 17.188	 -0.595	 -0.585
 17.195	 -0.585	 -0.585
 17.203	 -0.575	 -0.585
 17.211	 -0.565	 -0.575
 17.219	 -0.565	 -0.555
 17.227	 -0.555	 -0.555
 17.234	 -0.545	 -0.545
 17.242	 -0.535	 -0.545
 17.250	 -0.535	 -0.535
 17.258	 -0.525	 -0.525
 17.266	 -0.515	 -0.525
 17.273	 -0.505	 -0.515
 17.281	 -0.505	 -0.505
 17.289	 -0.495	 -0.505
 17.297	 -0.485	 -0.495
 17.305	 -0.475	 -0.485
 17.312	 -0.475	 -0.475
 17.320	 -0.465	 -0.475
 17.328	 -0.455	 -0.475
 17.336	 -0.445	 -0.465
 17.344	 -0.435	 -0.455
 17.352	 -0.435	 -0.445
 17.359	 -0.425	 -0.445
 17.367	 -0.415	 -0.445
 17.375	 -0.415	 -0.435
 17.383	 -0.405	 -0.425
 17.391	 -0.395	 -0.425
 17.398	 -0.395	 -0.425
 17.406	 -0.385	 -0.405
 17.414	 -0.375	 -0.405
 17.422	 -0.365	 -0.405
 17.430	 -0.355	 -0.395
 17.438	 -0.345	 -0.385
 17.445	 -0.335	 -0.385
 17.453	 -0.335	 -0.375
 17.461	 -0.325	 -0.375
 17.469	 -0.315	 -0.365
 17.477	 -0.315	 -0.365
 17.484	 -0.305	 -0.365
 17.492	 -0.295	 -0.355
 17.500	 -0.295	 -0.345
 17.508	 -0.285	 -0.345
 17.516	 -0.275	 -0.345
 17.523	 -0.275	 -0.335
 17.531	 -0.265	 -0.335
 17.539	 -0.265	 -0.325
 17.547	 -0.255	 -0.325
 17.555	 -0.255	 -0.315
 17.562	 -0.245	 -0.315
 17.570	 -0.245	 -0.305
 17.578	 -0.235	 -0.305
 17.586	 -0.235	 -0.295
 17.594	 -0.225	 -0.295
 17.602	 -0.225	 -0.285
 17.609	 -0.225	 -0.285
 17.617	 -0.215	 -0.275
 17.625	 -0.205	 -0.275
 17.633	 -0.205	 -0.265
 17.641	 -0.195	 -0.265
 17.648	 -0.175	 -0.245
 17.656	 -0.005	  0.025
 17.664	  0.615	  0.475
 17.672	  0.585	  0.455
 17.680	  0.575	  0.445
 17.688	  0.565	  0.445
 17.695	  0.565	  0.435
 17.703	  0.555	  0.425
 17.711	  0.545	  0.415
 17.719	  0.535	  0.415
 17.727	  0.525	  0.405
 17.734	  0.525	  0.395
 17.742	  0.515	  0.395
 17.750	  0.505	  0.385
 17.758	  0.495	  0.385
 17.766	  0.485	  0.365
 17.773	  0.495	  0.365
 17.781	  0.475	  0.355
 17.789	  0.465	  0.345
 17.797	  0.455	  0.335
 17.805	  0.455	  0.335
 17.812	  0.445	  0.325
 17.820	  0.435	  0.325
 17.828	  0.425	  0.315
 17.836	  0.425	  0.305
 17.844	  0.415	  0.305
 17.852	  0.405	  0.295
 17.859	  0.395	  0.285
 17.867	  0.395	  0.285
 17.875	  0.395	  0.275
 17.883	  0.385	  0.265
 17.891	  0.375	  0.265
 17.898	  0.375	  0.255
 17.906	  0.365	  0.255
 17.914	  0.355	  0.245
 17.922	  0.345	  0.235
 17.930	  0.345	  0.235
 17.938	  0.345	  0.225
 17.945	  0.335	  0.225
 17.953	  0.325	  0.215
 17.961	  0.325	  0.205
 17.969	  0.315	  0.205
 17.977	  0.305	  0.205
 17.984	  0.305	  0.195
 17.992	  0.295	  0.185
 18.000	  0.295	  0.185
 18.008	  0.285	  0.175
 18.016	  0.285	  0.175
 18.023	  0.275	  0.165
 18.031	  0.265	  0.165
 18.039	  0.265	  0.155
 18.047	  0.255	  0.145
 18.055	  0.245	  0.145
 18.062	  0.245	  0.135
 18.070	  0.235	  0.135
 18.078	  0.235	  0.125
 18.086	  0.225	  0.125
 18.094	  0.215	  0.125
 18.102	  0.215	  0.125
 18.109	  0.205	  0.105
 18.117	  0.205	  0.105
 18.125	  0.195	  0.105
 18.133	  0.185	  0.095
 18.141	  0.175	  0.085
 18.148	  0.155	  0.075
 18.156	 -0.385	 -0.475
 18.164	 -0.635	 -0.645
 18.172	 -0.605	 -0.625
 18.180	 -0.595	 -0.625
 18.188	 -0.595	 -0.615
 18.195	 -0.585	 -0.605
 18.203	 -0.585	 -0.605
 18.211	 -0.575	 -0.595
 18.219	 -0.565	 -0.585
 18.227	 -0.565	 -0.575
 18.234	 -0.545	 -0.575
 18.242	 -0.545	 -0.565
 18.250	 -0.535	 -0.555
 18.258	 -0.525	 -0.545
 18.266	 -0.525	 -0.545
 18.273	 -0.515	 -0.535
 18.281	 -0.505	 -0.525
 18.289	 -0.495	 -0.515
 18.297	 -0.485	 -0.515
 18.305	 -0.475	 -0.505
 18.312	 -0.475	 -0.495
 18.320	 -0.465	 -0.495
 18.328	 -0.455	 -0.495
 18.336	 -0.445	 -0.485
 18.344	 -0.435	 -0.475
 18.352	 -0.435	 -0.465
 18.359	 -0.435	 -0.465
 18.367	 -0.425	 -0.455
 18.375	 -0.415	 -0.445
 18.383	 -0.405	 -0.435
 18.391	 -0.405	 -0.435
 18.398	 -0.395	 -0.425
 18.406	 -0.385	 -0.425
 18.414	 -0.375	 -0.415
 18.422	 -0.375	 -0.415
 18.430	 -0.365	 -0.405
 18.438	 -0.365	 -0.395
 18.445	 -0.355	 -0.395
 18.453	 -0.345	 -0.395
 18.461	 -0.335	 -0.385
 18.469	 -0.335	 -0.375
 18.477	 -0.325	 -0.365
 18.484	 -0.325	 -0.365
 18.492	 -0.315	 -0.355
 18.500	 -0.305	 -0.355
 18.508	 -0.305	 -0.345
 18.516	 -0.295	 -0.345
 18.523	 -0.295	 -0.345
 18.531	 -0.285	 -0.335
 18.539	 -0.285	 -0.325
 18.547	 -0.285	 -0.325
 18.555	 -0.275	 -0.325
 18.562	 -0.265	 -0.315
 18.570	 -0.265	 -0.305
 18.578	 -0.265	 -0.305
 18.586	 -0.255	 -0.305
 18.594	 -0.245	 -0.295
 18.602	 -0.235	 -0.285
 18.609	 -0.245	 -0.285
 18.617	 -0.225	 -0.285
 18.625	 -0.225	 -0.275
 18.633	 -0.215	 -0.265
 18.641	 -0.205	 -0.265
 18.648	 -0.185	 -0.245
 18.656	 -0.115	 -0.075
 18.664	  0.595	  0.485
 18.672	  0.575	  0.465
 18.680	  0.565	  0.455
 18.688	  0.565	  0.445
 18.695	  0.555	  0.445
 18.703	  0.545	  0.435
 18.711	  0.545	  0.435
 18.719	  0.535	  0.425
 18.727	  0.525	  0.415
 18.734	  0.515	  0.405
 18.742	  0.505	  0.395
 18.750	  0.495	  0.385
 18.758	  0.495	  0.385
 18.766	  0.485	  0.375
 18.773	  0.475	  0.365
 18.781	  0.465	  0.365
 18.789	  0.455	  0.355
 18.797	  0.445	  0.345
 18.805	  0.445	  0.345
 18.812	  0.435	  0.335
 18.820	  0.425	  0.325
 18.828	  0.415	  0.325
 18.836	  0.405	  0.315
 18.844	  0.395	  0.315
 18.852	  0.395	  0.305
 18.859	  0.385	  0.305
 18.867	  0.375	  0.295
 18.875	  0.365	  0.285
 18.883	  0.365	  0.285
 18.891	  0.355	  0.275
 18.898	  0.355	  0.265
 18.906	  0.345	  0.265
 18.914	  0.335	  0.265
 18.922	  0.325	  0.255
 18.930	  0.325	  0.245
 18.938	  0.325	  0.235
 18.945	  0.315	  0.235
 18.953	  0.305	  0.235
 18.961	  0.305	  0.225
 18.969	  0.305	  0.215
 18.977	  0.295	  0.215
 18.984	  0.285	  0.215
 18.992	  0.285	  0.205
 19.000	  0.285	  0.205
 19.008	  0.275	  0.195
 19.016	  0.265	  0.195
 19.023	  0.265	  0.185
 19.031	  0.265	  0.175
 19.039	  0.265	  0.185
 19.047	  0.245	  0.175
 19.055	  0.245	  0.165
 19.062	  0.245	  0.165
 19.070	  0.235	  0.155
 19.078	  0.235	  0.145
 19.086	  0.235	  0.155
 19.094	  0.225	  0.145
 19.102	  0.225	  0.145
 19.109	  0.215	  0.135
 19.117	  0.215	  0.125
 19.125	  0.205	  0.125
 19.133	  0.195	  0.125
 19.141	  0.185	  0.105
 19.148	  0.175	  0.105
 19.156	  0.195	  0.145
 19.164	 -0.615	 -0.625
 19.172	 -0.605	 -0.615
 19.180	 -0.585	 -0.605
 19.188	 -0.585	 -0.595
 19.195	 -0.575	 -0.585
 19.203	 -0.575	 -0.585
 19.211	 -0.565	 -0.575
 19.219	 -0.555	 -0.575
 19.227	 -0.555	 -0.555
 19.234	 -0.545	 -0.555
 19.242	 -0.535	 -0.545
 19.250	 -0.525	 -0.535
 19.258	 -0.515	 -0.525
 19.266	 -0.515	 -0.525
 19.273	 -0.505	 -0.525
 19.281	 -0.495	 -0.505
 19.289	 -0.495	 -0.505
 19.297	 -0.485	 -0.495
 19.305	 -0.475	 -0.495
 19.312	 -0.465	 -0.485
 19.320	 -0.465	 -0.475
 19.328	 -0.455	 -0.465
 19.336	 -0.445	 -0.465
 19.344	 -0.445	 -0.455
 19.352	 -0.435	 -0.445
 19.359	 -0.425	 -0.445
 19.367	 -0.425	 -0.435
 19.375	 -0.415	 -0.425
 19.383	 -0.405	 -0.415
 19.391	 -0.405	 -0.415
 19.398	 -0.395	 -0.405
 19.406	 -0.385	 -0.405
 19.414	 -0.375	 -0.395
 19.422	 -0.375	 -0.385
 19.430	 -0.365	 -0.385
 19.438	 -0.365	 -0.375
 19.445	 -0.355	 -0.375
 19.453	 -0.355	 -0.375
 19.461	 -0.345	 -0.365
 19.469	 -0.345	 -0.355
 19.477	 -0.335	 -0.345
 19.484	 -0.325	 -0.345
 19.492	 -0.315	 -0.345
 19.500	 -0.315	 -0.335
 19.508	 -0.305	 -0.325
 19.516	 -0.305	 -0.325
 19.523	 -0.295	 -0.315
 19.531	 -0.295	 -0.315
 19.539	 -0.295	 -0.305
 19.547	 -0.285	 -0.305
 19.555	 -0.275	 -0.295
 19.562	 -0.265	 -0.295
 19.570	 -0.265	 -0.285
 19.578	 -0.265	 -0.285
 19.586	 -0.255	 -0.275
 19.594	 -0.255	 -0.275
 19.602	 -0.245	 -0.265
 19.609	 -0.245	 -0.265
 19.617	 -0.235	 -0.265
 19.625	 -0.235	 -0.255
 19.633	 -0.225	 -0.245
 19.641	 -0.215	 -0.235
 19.648	 -0.185	 -0.225
 19.656	  0.385	  0.355
 19.664	  0.585	  0.485
 19.672	  0.565	  0.465
 19.680	  0.555	  0.465
 19.688	  0.555	  0.455
 19.695	  0.545	  0.455
 19.703	  0.535	  0.445
 19.711	  0.535	  0.435
 19.719	  0.515	  0.435
 19.727	  0.515	  0.425
 19.734	  0.505	  0.415
 19.742	  0.495	  0.415
 19.750	  0.485	  0.405
 19.758	  0.485	  0.395
 19.766	  0.475	  0.395
 19.773	  0.465	  0.385
 19.781	  0.455	  0.375
 19.789	  0.445	  0.375
 19.797	  0.445	  0.355
 19.805	  0.435	  0.355
 19.812	  0.425	  0.355
 19.820	  0.425	  0.345
 19.828	  0.415	  0.335
 19.836	  0.405	  0.335
 19.844	  0.395	  0.325
 19.852	  0.385	  0.325
 19.859	  0.385	  0.315
 19.867	  0.375	  0.305
 19.875	  0.375	  0.305
 19.883	  0.365	  0.295
 19.891	  0.365	  0.285
 19.898	  0.345	  0.285
 19.906	  0.345	  0.275
 19.914	  0.345	  0.275
 19.922	  0.335	  0.265
 19.930	  0.325	  0.255
 19.938	  0.325	  0.255
 19.945	  0.315	  0.255
 19.953	  0.305	  0.245
 19.961	  0.305	  0.235
 19.969	  0.295	  0.235
 19.977	  0.295	  0.225
 19.984	  0.285	  0.215
 19.992	  0.275	  0.215
 20.000	  0.265	  0.215
 20.008	  0.265	  0.205
 20.016	  0.265	  0.195
 20.023	  0.255	  0.195
 20.031	  0.245	  0.195
 20.039	  0.245	  0.185
 20.047	  0.245	  0.175
 20.055	  0.235	  0.175
 20.062	  0.225	  0.175
 20.070	  0.225	  0.165
 20.078	  0.215	  0.155
 20.086	  0.215	  0.155
 20.094	  0.205	  0.155
 20.102	  0.195	  0.155
 20.109	  0.195	  0.145
 20.117	  0.185	  0.135
 20.125	  0.175	  0.135
 20.133	  0.175	  0.125
 20.141	  0.165	  0.115
 20.148	  0.145	  0.105
 20.156	  0.105	 -0.025
 20.164	 -0.675	 -0.615
 20.172	 -0.635	 -0.605
 20.180	 -0.625	 -0.595
 20.188	 -0.615	 -0.585
 20.195	 -0.615	 -0.575
 20.203	 -0.605	 -0.575
 20.211	 -0.595	 -0.565
 20.219	 -0.595	 -0.555
 20.227	 -0.585	 -0.545
 20.234	 -0.575	 -0.545
 20.242	 -0.565	 -0.535
 20.250	 -0.565	 -0.525
 20.258	 -0.555	 -0.525
 20.266	 -0.555	 -0.515
 20.273	 -0.535	 -0.505
 20.281	 -0.525	 -0.505
 20.289	 -0.515	 -0.495
 20.297	 -0.515	 -0.495
 20.305	 -0.495	 -0.485
 20.312	 -0.495	 -0.475
 20.320	 -0.485	 -0.465
 20.328	 -0.485	 -0.465
 20.336	 -0.465	 -0.455
 20.344	 -0.465	 -0.455
 20.352	 -0.455	 -0.445
 20.359	 -0.455	 -0.435
 20.367	 -0.445	 -0.435
 20.375	 -0.435	 -0.425
 20.383	 -0.435	 -0.415
 20.391	 -0.425	 -0.415
 20.398	 -0.425	 -0.415
 20.406	 -0.415	 -0.405
 20.414	 -0.415	 -0.395
 20.422	 -0.405	 -0.395
 20.430	 -0.395	 -0.385
 20.438	 -0.395	 -0.385
 20.445	 -0.385	 -0.375
 20.453	 -0.385	 -0.375
 20.461	 -0.375	 -0.365
 20.469	 -0.375	 -0.355
 20.477	 -0.365	 -0.355
 20.484	 -0.365	 -0.345
 20.492	 -0.355	 -0.345
 20.500	 -0.345	 -0.345
 20.508	 -0.345	 -0.335
 20.516	 -0.335	 -0.335
 20.523	 -0.335	 -0.325
 20.531	 -0.325	 -0.325
 20.539	 -0.325	 -0.315
 20.547	 -0.315	 -0.315
 20.555	 -0.305	 -0.305
 20.562	 -0.305	 -0.295
 20.570	 -0.305	 -0.295
 20.578	 -0.295	 -0.295
 20.586	 -0.285	 -0.285
 20.594	 -0.285	 -0.285
 20.602	 -0.275	 -0.275
 20.609	 -0.275	 -0.275
 20.617	 -0.265	 -0.275
 20.625	 -0.255	 -0.265
 20.633	 -0.255	 -0.255
 20.641	 -0.245	 -0.255
 20.648	 -0.225	 -0.235
 20.656	  0.135	  0.205
 20.664	  0.585	  0.485
 20.672	  0.545	  0.465
 20.680	  0.535	  0.455
 20.688	  0.525	  0.445
 20.695	  0.525	  0.445
 20.703	  0.515	  0.435
 20.711	  0.505	  0.435
 20.719	  0.505	  0.425
 20.727	  0.485	  0.415
 20.734	  0.485	  0.405
 20.742	  0.475	  0.395
 20.750	  0.465	  0.395
 20.758	  0.465	  0.385
 20.766	  0.455	  0.375
 20.773	  0.445	  0.375
 20.781	  0.435	  0.365
 20.789	  0.425	  0.355
 20.797	  0.425	  0.345
 20.805	  0.415	  0.345
 20.812	  0.405	  0.335
 20.820	  0.385	  0.335
 20.828	  0.385	  0.325
 20.836	  0.385	  0.315
 20.844	  0.365	  0.315
 20.852	  0.365	  0.305
 20.859	  0.355	  0.295
 20.867	  0.355	  0.285
 20.875	  0.345	  0.285
 20.883	  0.335	  0.275
 20.891	  0.325	  0.265
 20.898	  0.315	  0.265
 20.906	  0.315	  0.255
 20.914	  0.305	  0.255
 20.922	  0.295	  0.235
 20.930	  0.295	  0.235
 20.938	  0.285	  0.235
 20.945	  0.285	  0.225
 20.953	  0.275	  0.215
 20.961	  0.275	  0.215
 20.969	  0.255	  0.215
 20.977	  0.255	  0.205
 20.984	  0.245	  0.195
 20.992	  0.245	  0.195
 21.000	  0.235	  0.185
 21.008	  0.225	  0.185
 21.016	  0.225	  0.175
 21.023	  0.225	  0.175
 21.031	  0.215	  0.165
 21.039	  0.215	  0.165
 21.047	  0.205	  0.155
 21.055	  0.205	  0.155
 21.062	  0.195	  0.155
 21.070	  0.195	  0.145
 21.078	  0.185	  0.135
 21.086	  0.175	  0.135
 21.094	  0.175	  0.125
 21.102	  0.175	  0.125
 21.109	  0.165	  0.115
 21.117	  0.155	  0.105
 21.125	  0.155	  0.105
 21.133	  0.145	  0.095
 21.141	  0.135	  0.085
 21.148	  0.125	  0.075
 21.156	 -0.075	 -0.275
 21.164	 -0.685	 -0.655
 21.172	 -0.655	 -0.635
 21.180	 -0.645	 -0.625
 21.188	 -0.635	 -0.615
 21.195	 -0.635	 -0.605
 21.203	 -0.625	 -0.605
 21.211	 -0.615	 -0.595
 21.219	 -0.615	 -0.585
 21.227	 -0.605	 -0.585
 21.234	 -0.605	 -0.585
 21.242	 -0.585	 -0.575
 21.250	 -0.585	 -0.565
 21.258	 -0.575	 -0.555
 21.266	 -0.565	 -0.545
 21.273	 -0.555	 -0.545
 21.281	 -0.545	 -0.535
 21.289	 -0.545	 -0.525
 21.297	 -0.535	 -0.525
 21.305	 -0.525	 -0.515
 21.312	 -0.525	 -0.505
 21.320	 -0.515	 -0.505
 21.328	 -0.505	 -0.505
 21.336	 -0.505	 -0.495
 21.344	 -0.495	 -0.485
 21.352	 -0.485	 -0.475
 21.359	 -0.475	 -0.475
 21.367	 -0.465	 -0.465
 21.375	 -0.465	 -0.455
 21.383	 -0.455	 -0.455
 21.391	 -0.455	 -0.455
 21.398	 -0.445	 -0.445
 21.406	 -0.435	 -0.435
 21.414	 -0.425	 -0.425
 21.422	 -0.425	 -0.425
 21.430	 -0.415	 -0.425
 21.438	 -0.415	 -0.415
 21.445	 -0.415	 -0.415
 21.453	 -0.395	 -0.405
 21.461	 -0.395	 -0.405
 21.469	 -0.385	 -0.395
 21.477	 -0.385	 -0.385
 21.484	 -0.375	 -0.385
 21.492	 -0.365	 -0.385
 21.500	 -0.365	 -0.375
