time	ignal 0	ignal 1
 16.160	  0.015	 -0.240
 16.164	  0.005	 -0.240
 16.168	 -0.020	 -0.235
 16.172	 -0.010	 -0.230
 16.176	 -0.010	 -0.210
 16.180	 -0.035	 -0.210
 16.184	 -0.035	 -0.195
 16.188	 -0.025	 -0.210
 16.192	 -0.035	 -0.180
 16.196	 -0.025	 -0.195
 16.200	 -0.045	 -0.190
 16.204	 -0.020	 -0.210
 16.208	 -0.025	 -0.205
 16.212	 -0.005	 -0.205
 16.216	 -0.040	 -0.200
 16.220	 -0.010	 -0.190
 16.224	 -0.025	 -0.210
 16.228	 -0.030	 -0.210
 16.232	  0.000	 -0.215
 16.236	 -0.015	 -0.220
 16.240	 -0.030	 -0.235
 16.244	  0.000	 -0.225
 16.248	 -0.020	 -0.240
 16.252	 -0.015	 -0.220
 16.256	 -0.015	 -0.245
 16.260	 -0.015	 -0.245
 16.264	  0.010	 -0.240
 16.268	 -0.005	 -0.250
 16.272	 -0.005	 -0.260
 16.276	  0.000	 -0.240
 16.280	  0.000	 -0.240
 16.284	  0.000	 -0.245
 16.288	  0.000	 -0.240
 16.292	 -0.010	 -0.255
 16.296	  0.005	 -0.250
 16.300	  0.000	 -0.250
 16.304	 -0.005	 -0.275
 16.308	  0.005	 -0.265
 16.312	  0.015	 -0.250
 16.316	  0.015	 -0.260
 16.320	 -0.015	 -0.270
 16.324	  0.000	 -0.275
 16.328	 -0.010	 -0.260
 16.332	 -0.015	 -0.260
 16.336	 -0.010	 -0.270
 16.340	 -0.015	 -0.255
 16.344	 -0.015	 -0.280
 16.348	  0.000	 -0.265
 16.352	 -0.030	 -0.250
 16.356	  0.000	 -0.265
 16.360	 -0.005	 -0.270
 16.364	 -0.025	 -0.280
 16.368	  0.000	 -0.260
 16.372	 -0.025	 -0.270
 16.376	 -0.015	 -0.275
 16.380	 -0.035	 -0.275
 16.384	 -0.040	 -0.280
 16.388	 -0.020	 -0.280
 16.392	 -0.035	 -0.280
 16.396	 -0.015	 -0.285
 16.400	  0.000	 -0.280
 16.404	 -0.015	 -0.265
 16.408	 -0.020	 -0.265
 16.412	 -0.030	 -0.270
 16.416	 -0.005	 -0.265
 16.420	 -0.010	 -0.265
 16.424	 -0.020	 -0.275
 16.428	 -0.030	 -0.300
 16.432	 -0.015	 -0.275
 16.436	 -0.040	 -0.270
 16.440	 -0.025	 -0.265
 16.444	 -0.025	 -0.265
 16.448	 -0.025	 -0.260
 16.452	 -0.020	 -0.260
 16.456	 -0.020	 -0.265
 16.460	 -0.050	 -0.275
 16.464	 -0.015	 -0.260
 16.468	 -0.035	 -0.260
 16.472	 -0.020	 -0.260
 16.476	 -0.025	 -0.265
 16.480	 -0.010	 -0.260
 16.484	 -0.035	 -0.250
 16.488	 -0.010	 -0.250
 16.492	 -0.030	 -0.230
 16.496	 -0.020	 -0.185
 16.500	 -0.020	 -0.170
 16.504	 -0.015	 -0.120
 16.508	 -0.020	 -0.110
 16.512	 -0.010	 -0.095
 16.516	  0.025	 -0.095
 16.520	  0.040	 -0.080
 16.524	  0.055	 -0.095
 16.528	  0.065	 -0.105
 16.532	  0.080	 -0.100
 16.536	  0.085	 -0.095
 16.540	  0.115	 -0.090
 16.544	  0.095	 -0.100
 16.548	  0.055	 -0.090
 16.552	  0.035	 -0.105
 16.556	  0.035	 -0.160
 16.560	  0.025	 -0.200
 16.564	 -0.005	 -0.220
 16.568	 -0.030	 -0.210
 16.572	 -0.045	 -0.205
 16.576	 -0.040	 -0.200
 16.580	 -0.075	 -0.190
 16.584	 -0.065	 -0.195
 16.588	 -0.070	 -0.225
 16.592	 -0.050	 -0.215
 16.596	 -0.065	 -0.230
 16.600	 -0.040	 -0.230
 16.604	 -0.025	 -0.240
 16.608	 -0.020	 -0.285
 16.612	 -0.045	 -0.290
 16.616	 -0.030	 -0.300
 16.620	 -0.020	 -0.280
 16.624	  0.005	 -0.290
 16.628	  0.025	 -0.295
 16.632	  0.035	 -0.285
 16.636	  0.005	 -0.285
 16.640	  0.015	 -0.295
 16.644	  0.030	 -0.300
 16.648	  0.010	 -0.275
 16.652	  0.015	 -0.295
 16.656	  0.005	 -0.270
 16.660	  0.015	 -0.280
 16.664	  0.010	 -0.255
 16.668	  0.025	 -0.255
 16.672	  0.000	 -0.250
 16.676	  0.030	 -0.240
 16.680	  0.030	 -0.205
 16.684	  0.025	 -0.160
 16.688	  0.035	 -0.155
 16.692	  0.030	 -0.115
 16.696	  0.035	  0.035
 16.700	  0.045	  0.300
 16.704	  0.055	  0.575
 16.708	  0.075	  0.805
 16.712	  0.100	  0.950
 16.716	  0.040	  1.080
 16.720	  0.000	  1.055
 16.724	 -0.030	  0.895
 16.728	 -0.090	  0.615
 16.732	 -0.230	  0.230
 16.736	 -0.450	  0.025
 16.740	 -0.760	  0.095
 16.744	 -1.025	  0.185
 16.748	 -1.205	  0.015
 16.752	 -1.315	 -0.255
 16.756	 -1.230	 -0.510
 16.760	 -0.960	 -0.660
 16.764	 -0.545	 -0.705
 16.768	 -0.215	 -0.660
 16.772	 -0.060	 -0.565
 16.776	 -0.050	 -0.475
 16.780	 -0.060	 -0.430
 16.784	 -0.070	 -0.425
 16.788	 -0.070	 -0.435
 16.792	 -0.050	 -0.430
 16.796	  0.020	 -0.425
 16.800	  0.055	 -0.440
 16.804	  0.105	 -0.440
 16.808	  0.125	 -0.440
 16.812	  0.140	 -0.435
 16.816	  0.145	 -0.425
 16.820	  0.150	 -0.420
 16.824	  0.135	 -0.415
 16.828	  0.140	 -0.425
 16.832	  0.140	 -0.405
 16.836	  0.165	 -0.430
 16.840	  0.170	 -0.420
 16.844	  0.170	 -0.410
 16.848	  0.175	 -0.410
 16.852	  0.140	 -0.420
 16.856	  0.170	 -0.420
 16.860	  0.130	 -0.415
 16.864	  0.160	 -0.425
 16.868	  0.175	 -0.420
 16.872	  0.155	 -0.395
 16.876	  0.150	 -0.420
 16.880	  0.180	 -0.425
 16.884	  0.145	 -0.435
 16.888	  0.155	 -0.430
 16.892	  0.150	 -0.430
 16.896	  0.140	 -0.410
 16.900	  0.155	 -0.440
 16.904	  0.140	 -0.445
 16.908	  0.130	 -0.440
 16.912	  0.140	 -0.470
 16.916	  0.135	 -0.445
 16.920	  0.125	 -0.465
 16.924	  0.125	 -0.485
 16.928	  0.130	 -0.450
 16.932	  0.135	 -0.455
 16.936	  0.120	 -0.465
 16.940	  0.110	 -0.470
 16.944	  0.125	 -0.465
 16.948	  0.115	 -0.455
 16.952	  0.125	 -0.450
 16.956	  0.120	 -0.445
 16.960	  0.115	 -0.440
 16.964	  0.110	 -0.425
 16.968	  0.105	 -0.400
 16.972	  0.095	 -0.415
 16.976	  0.085	 -0.395
 16.980	  0.095	 -0.380
 16.984	  0.105	 -0.350
 16.988	  0.100	 -0.330
 16.992	  0.095	 -0.310
 16.996	  0.080	 -0.305
 17.000	  0.060	 -0.275
 17.004	  0.060	 -0.280
 17.008	  0.030	 -0.265
 17.012	  0.055	 -0.260
 17.016	  0.040	 -0.260
 17.020	  0.040	 -0.225
 17.024	  0.035	 -0.210
 17.028	  0.035	 -0.230
 17.032	  0.030	 -0.215
 17.036	  0.025	 -0.235
 17.040	  0.035	 -0.220
 17.044	  0.020	 -0.235
 17.048	  0.035	 -0.250
 17.052	  0.015	 -0.240
 17.056	  0.040	 -0.240
 17.060	  0.025	 -0.235
 17.064	  0.040	 -0.250
 17.068	  0.030	 -0.260
 17.072	  0.050	 -0.250
 17.076	  0.055	 -0.265
 17.080	  0.045	 -0.275
 17.084	  0.055	 -0.255
 17.088	  0.055	 -0.275
 17.092	  0.055	 -0.270
 17.096	  0.070	 -0.265
 17.100	  0.065	 -0.260
 17.104	  0.065	 -0.280
 17.108	  0.070	 -0.285
 17.112	  0.075	 -0.275
 17.116	  0.070	 -0.275
 17.120	  0.065	 -0.265
 17.124	  0.075	 -0.290
 17.128	  0.080	 -0.290
 17.132	  0.080	 -0.280
 17.136	  0.075	 -0.295
 17.140	  0.095	 -0.295
 17.144	  0.070	 -0.295
 17.148	  0.080	 -0.290
 17.152	  0.080	 -0.305
 17.156	  0.075	 -0.310
 17.160	  0.075	 -0.315
 17.164	  0.085	 -0.315
 17.168	  0.080	 -0.305
 17.172	  0.075	 -0.310
 17.176	  0.075	 -0.300
 17.180	  0.075	 -0.295
 17.184	  0.065	 -0.305
 17.188	  0.050	 -0.325
 17.192	  0.060	 -0.320
 17.196	  0.080	 -0.310
 17.200	  0.070	 -0.310
 17.204	  0.050	 -0.325
 17.208	  0.055	 -0.315
 17.212	  0.055	 -0.315
 17.216	  0.045	 -0.320
 17.220	  0.025	 -0.310
 17.224	  0.055	 -0.315
 17.228	  0.040	 -0.310
 17.232	  0.035	 -0.335
 17.236	  0.055	 -0.315
 17.240	  0.005	 -0.320
 17.244	  0.035	 -0.330
 17.248	  0.040	 -0.305
 17.252	  0.025	 -0.315
 17.256	  0.025	 -0.325
 17.260	  0.025	 -0.325
 17.264	  0.030	 -0.335
 17.268	  0.030	 -0.330
 17.272	  0.045	 -0.325
 17.276	  0.040	 -0.325
 17.280	  0.035	 -0.320
 17.284	  0.050	 -0.315
 17.288	  0.040	 -0.320
 17.292	  0.035	 -0.310
 17.296	  0.015	 -0.330
 17.300	  0.025	 -0.340
 17.304	  0.035	 -0.340
 17.308	  0.030	 -0.335
 17.312	  0.025	 -0.340
 17.316	  0.000	 -0.330
 17.320	  0.020	 -0.335
 17.324	  0.025	 -0.325
 17.328	  0.010	 -0.330
 17.332	  0.020	 -0.305
 17.336	  0.020	 -0.290
 17.340	  0.030	 -0.250
 17.344	  0.030	 -0.215
 17.348	  0.025	 -0.190
 17.352	  0.030	 -0.175
 17.356	  0.055	 -0.150
 17.360	  0.065	 -0.140
 17.364	  0.075	 -0.150
 17.368	  0.095	 -0.135
 17.372	  0.125	 -0.140
 17.376	  0.145	 -0.170
 17.380	  0.145	 -0.170
 17.384	  0.125	 -0.130
 17.388	  0.130	 -0.140
 17.392	  0.110	 -0.145
 17.396	  0.095	 -0.140
 17.400	  0.075	 -0.200
 17.404	  0.040	 -0.240
 17.408	  0.015	 -0.285
 17.412	  0.000	 -0.300
 17.416	 -0.010	 -0.275
 17.420	 -0.030	 -0.290
 17.424	 -0.030	 -0.255
 17.428	 -0.030	 -0.260
 17.432	 -0.050	 -0.245
 17.436	 -0.040	 -0.250
 17.440	 -0.025	 -0.275
 17.444	 -0.045	 -0.275
 17.448	 -0.015	 -0.300
 17.452	  0.010	 -0.320
 17.456	  0.000	 -0.365
 17.460	  0.000	 -0.365
 17.464	  0.010	 -0.350
 17.468	  0.005	 -0.370
 17.472	  0.030	 -0.360
 17.476	  0.070	 -0.385
 17.480	  0.050	 -0.350
 17.484	  0.050	 -0.355
 17.488	  0.055	 -0.365
 17.492	  0.045	 -0.340
 17.496	  0.060	 -0.345
 17.500	  0.045	 -0.345
 17.504	  0.050	 -0.340
 17.508	  0.055	 -0.350
 17.512	  0.035	 -0.345
 17.516	  0.035	 -0.340
 17.520	  0.045	 -0.335
 17.524	  0.040	 -0.315
 17.528	  0.070	 -0.290
 17.532	  0.040	 -0.245
 17.536	  0.040	 -0.215
 17.540	  0.040	 -0.180
 17.544	  0.040	  0.000
 17.548	  0.050	  0.270
 17.552	  0.070	  0.555
 17.556	  0.095	  0.755
 17.560	  0.100	  0.890
 17.564	  0.070	  0.940
 17.568	  0.010	  0.890
 17.572	 -0.035	  0.705
 17.576	 -0.095	  0.380
 17.580	 -0.290	 -0.030
 17.584	 -0.570	 -0.130
 17.588	 -0.905	  0.035
 17.592	 -1.205	  0.175
 17.596	 -1.430	  0.020
 17.600	 -1.475	 -0.270
 17.604	 -1.395	 -0.545
 17.608	 -1.075	 -0.710
 17.612	 -0.620	 -0.780
 17.616	 -0.220	 -0.750
 17.620	 -0.070	 -0.670
 17.624	 -0.060	 -0.545
 17.628	 -0.090	 -0.485
 17.632	 -0.075	 -0.500
 17.636	 -0.095	 -0.500
 17.640	 -0.055	 -0.480
 17.644	 -0.020	 -0.505
 17.648	  0.045	 -0.485
 17.652	  0.085	 -0.495
 17.656	  0.110	 -0.480
 17.660	  0.145	 -0.480
 17.664	  0.155	 -0.475
 17.668	  0.145	 -0.495
 17.672	  0.140	 -0.470
 17.676	  0.160	 -0.470
 17.680	  0.160	 -0.460
 17.684	  0.155	 -0.450
 17.688	  0.170	 -0.465
 17.692	  0.180	 -0.465
 17.696	  0.185	 -0.470
 17.700	  0.165	 -0.480
 17.704	  0.175	 -0.485
 17.708	  0.190	 -0.485
 17.712	  0.170	 -0.455
 17.716	  0.180	 -0.465
 17.720	  0.180	 -0.480
 17.724	  0.185	 -0.460
 17.728	  0.190	 -0.465
 17.732	  0.195	 -0.475
 17.736	  0.185	 -0.465
 17.740	  0.170	 -0.465
 17.744	  0.190	 -0.470
 17.748	  0.180	 -0.480
 17.752	  0.185	 -0.485
 17.756	  0.195	 -0.495
 17.760	  0.185	 -0.470
 17.764	  0.185	 -0.495
 17.768	  0.180	 -0.495
 17.772	  0.190	 -0.485
 17.776	  0.210	 -0.480
 17.780	  0.190	 -0.490
 17.784	  0.180	 -0.490
 17.788	  0.170	 -0.475
 17.792	  0.180	 -0.490
 17.796	  0.175	 -0.480
 17.800	  0.185	 -0.465
 17.804	  0.185	 -0.470
 17.808	  0.160	 -0.465
 17.812	  0.170	 -0.475
 17.816	  0.160	 -0.450
 17.820	  0.165	 -0.445
 17.824	  0.155	 -0.405
 17.828	  0.155	 -0.415
 17.832	  0.175	 -0.390
 17.836	  0.170	 -0.375
 17.840	  0.130	 -0.340
 17.844	  0.145	 -0.345
 17.848	  0.115	 -0.325
 17.852	  0.100	 -0.315
 17.856	  0.120	 -0.305
 17.860	  0.095	 -0.300
 17.864	  0.070	 -0.285
 17.868	  0.080	 -0.275
 17.872	  0.090	 -0.270
 17.876	  0.070	 -0.270
 17.880	  0.070	 -0.260
 17.884	  0.050	 -0.275
 17.888	  0.050	 -0.285
 17.892	  0.065	 -0.280
 17.896	  0.070	 -0.295
 17.900	  0.065	 -0.305
 17.904	  0.050	 -0.295
 17.908	  0.055	 -0.290
 17.912	  0.035	 -0.295
 17.916	  0.045	 -0.300
 17.920	  0.055	 -0.305
 17.924	  0.080	 -0.305
 17.928	  0.070	 -0.315
 17.932	  0.060	 -0.310
 17.936	  0.075	 -0.320
 17.940	  0.080	 -0.325
 17.944	  0.070	 -0.315
 17.948	  0.055	 -0.320
 17.952	  0.080	 -0.325
 17.956	  0.065	 -0.335
 17.960	  0.055	 -0.320
 17.964	  0.080	 -0.310
 17.968	  0.090	 -0.330
 17.972	  0.060	 -0.330
 17.976	  0.100	 -0.350
 17.980	  0.080	 -0.360
 17.984	  0.095	 -0.330
 17.988	  0.100	 -0.325
 17.992	  0.095	 -0.340
 17.996	  0.100	 -0.340
 18.000	  0.095	 -0.335
 18.004	  0.085	 -0.345
 18.008	  0.095	 -0.345
 18.012	  0.105	 -0.365
 18.016	  0.090	 -0.375
 18.020	  0.070	 -0.345
 18.024	  0.085	 -0.330
 18.028	  0.080	 -0.340
 18.032	  0.090	 -0.355
 18.036	  0.075	 -0.360
 18.040	  0.075	 -0.365
 18.044	  0.075	 -0.365
 18.048	  0.085	 -0.365
 18.052	  0.070	 -0.340
 18.056	  0.055	 -0.325
 18.060	  0.060	 -0.330
 18.064	  0.050	 -0.355
 18.068	  0.070	 -0.345
 18.072	  0.055	 -0.355
 18.076	  0.050	 -0.345
 18.080	  0.050	 -0.350
 18.084	  0.050	 -0.340
 18.088	  0.060	 -0.345
 18.092	  0.055	 -0.360
 18.096	  0.035	 -0.370
 18.100	  0.050	 -0.365
 18.104	  0.040	 -0.345
 18.108	  0.030	 -0.330
 18.112	  0.025	 -0.340
 18.116	  0.030	 -0.365
 18.120	  0.035	 -0.355
 18.124	  0.020	 -0.355
 18.128	  0.045	 -0.355
 18.132	  0.030	 -0.355
 18.136	  0.025	 -0.330
 18.140	  0.030	 -0.345
 18.144	  0.010	 -0.365
 18.148	  0.030	 -0.350
 18.152	  0.030	 -0.350
 18.156	  0.030	 -0.370
 18.160	  0.020	 -0.360
 18.164	  0.015	 -0.350
 18.168	  0.025	 -0.355
 18.172	  0.020	 -0.360
 18.176	  0.025	 -0.355
 18.180	  0.010	 -0.355
 18.184	  0.025	 -0.365
 18.188	  0.045	 -0.350
 18.192	  0.025	 -0.345
 18.196	  0.005	 -0.320
 18.200	  0.040	 -0.300
 18.204	  0.010	 -0.285
 18.208	  0.000	 -0.255
 18.212	  0.025	 -0.225
 18.216	  0.025	 -0.195
 18.220	  0.020	 -0.195
 18.224	  0.025	 -0.200
 18.228	  0.040	 -0.210
 18.232	  0.065	 -0.205
 18.236	  0.080	 -0.205
 18.240	  0.095	 -0.200
 18.244	  0.080	 -0.195
 18.248	  0.090	 -0.175
 18.252	  0.080	 -0.185
 18.256	  0.060	 -0.190
 18.260	  0.050	 -0.205
 18.264	  0.030	 -0.255
 18.268	  0.015	 -0.300
 18.272	 -0.035	 -0.315
 18.276	 -0.055	 -0.320
 18.280	 -0.065	 -0.305
 18.284	 -0.060	 -0.300
 18.288	 -0.060	 -0.280
 18.292	 -0.085	 -0.290
 18.296	 -0.090	 -0.300
 18.300	 -0.095	 -0.290
 18.304	 -0.085	 -0.320
 18.308	 -0.055	 -0.335
 18.312	 -0.070	 -0.345
 18.316	 -0.045	 -0.385
 18.320	 -0.050	 -0.390
 18.324	 -0.060	 -0.370
 18.328	 -0.050	 -0.400
 18.332	 -0.020	 -0.390
 18.336	  0.005	 -0.390
 18.340	  0.005	 -0.400
 18.344	 -0.005	 -0.375
 18.348	 -0.010	 -0.375
 18.352	 -0.010	 -0.375
 18.356	 -0.010	 -0.370
 18.360	 -0.015	 -0.370
 18.364	 -0.005	 -0.375
 18.368	  0.000	 -0.380
 18.372	 -0.025	 -0.365
 18.376	 -0.030	 -0.360
 18.380	 -0.035	 -0.365
 18.384	 -0.025	 -0.330
 18.388	 -0.030	 -0.275
 18.392	 -0.030	 -0.260
 18.396	 -0.030	 -0.245
 18.400	 -0.025	 -0.175
 18.404	 -0.020	 -0.005
 18.408	 -0.005	  0.245
 18.412	  0.035	  0.485
 18.416	  0.035	  0.665
 18.420	  0.015	  0.795
 18.424	 -0.035	  0.815
 18.428	 -0.080	  0.785
 18.432	 -0.130	  0.595
 18.436	 -0.205	  0.275
 18.440	 -0.420	 -0.040
 18.444	 -0.730	 -0.040
 18.448	 -1.070	  0.105
 18.452	 -1.340	  0.105
 18.456	 -1.470	 -0.125
 18.460	 -1.480	 -0.440
 18.464	 -1.320	 -0.670
 18.468	 -0.915	 -0.780
 18.472	 -0.470	 -0.790
 18.476	 -0.185	 -0.705
 18.480	 -0.125	 -0.610
 18.484	 -0.125	 -0.515
 18.488	 -0.125	 -0.500
 18.492	 -0.185	 -0.510
 18.496	 -0.145	 -0.515
 18.500	 -0.115	 -0.520
 18.504	 -0.050	 -0.535
 18.508	  0.005	 -0.530
 18.512	  0.040	 -0.515
 18.516	  0.050	 -0.500
 18.520	  0.070	 -0.505
 18.524	  0.060	 -0.520
 18.528	  0.085	 -0.530
 18.532	  0.065	 -0.540
 18.536	  0.090	 -0.500
 18.540	  0.070	 -0.515
 18.544	  0.080	 -0.500
 18.548	  0.085	 -0.505
 18.552	  0.090	 -0.510
 18.556	  0.090	 -0.495
 18.560	  0.085	 -0.515
 18.564	  0.075	 -0.500
 18.568	  0.085	 -0.495
 18.572	  0.095	 -0.520
 18.576	  0.090	 -0.540
 18.580	  0.090	 -0.525
 18.584	  0.075	 -0.545
 18.588	  0.070	 -0.525
 18.592	  0.080	 -0.515
 18.596	  0.055	 -0.520
 18.600	  0.060	 -0.530
 18.604	  0.070	 -0.510
 18.608	  0.075	 -0.530
 18.612	  0.055	 -0.540
 18.616	  0.070	 -0.545
 18.620	  0.065	 -0.545
 18.624	  0.070	 -0.545
 18.628	  0.065	 -0.550
 18.632	  0.080	 -0.545
 18.636	  0.080	 -0.530
 18.640	  0.075	 -0.555
 18.644	  0.070	 -0.540
 18.648	  0.065	 -0.560
 18.652	  0.055	 -0.550
 18.656	  0.040	 -0.540
 18.660	  0.055	 -0.540
 18.664	  0.050	 -0.540
 18.668	  0.050	 -0.525
 18.672	  0.040	 -0.525
 18.676	  0.030	 -0.510
 18.680	  0.025	 -0.465
 18.684	  0.025	 -0.470
 18.688	  0.040	 -0.445
 18.692	  0.030	 -0.430
 18.696	  0.025	 -0.400
 18.700	  0.025	 -0.385
 18.704	 -0.015	 -0.375
 18.708	 -0.010	 -0.375
 18.712	 -0.010	 -0.365
 18.716	 -0.005	 -0.340
 18.720	 -0.040	 -0.330
 18.724	 -0.010	 -0.315
 18.728	  0.005	 -0.335
 18.732	 -0.025	 -0.325
 18.736	 -0.025	 -0.290
 18.740	 -0.030	 -0.310
 18.744	 -0.040	 -0.305
 18.748	 -0.015	 -0.320
 18.752	 -0.020	 -0.315
 18.756	 -0.020	 -0.320
 18.760	 -0.025	 -0.325
 18.764	 -0.025	 -0.300
 18.768	 -0.020	 -0.310
 18.772	 -0.025	 -0.340
 18.776	 -0.025	 -0.340
 18.780	 -0.010	 -0.325
 18.784	 -0.005	 -0.340
 18.788	 -0.030	 -0.345
 18.792	  0.000	 -0.335
 18.796	 -0.015	 -0.330
 18.800	 -0.015	 -0.340
 18.804	 -0.010	 -0.320
 18.808	 -0.015	 -0.330
 18.812	  0.010	 -0.340
 18.816	  0.005	 -0.340
 18.820	  0.020	 -0.345
 18.824	  0.005	 -0.355
 18.828	  0.005	 -0.360
 18.832	  0.000	 -0.355
 18.836	  0.015	 -0.335
 18.840	  0.000	 -0.345
 18.844	  0.025	 -0.355
 18.848	  0.025	 -0.360
 18.852	  0.015	 -0.340
 18.856	  0.015	 -0.350
 18.860	  0.015	 -0.350
 18.864	  0.015	 -0.340
 18.868	  0.000	 -0.340
 18.872	  0.025	 -0.350
 18.876	  0.005	 -0.350
 18.880	  0.020	 -0.350
 18.884	  0.000	 -0.355
 18.888	  0.010	 -0.350
 18.892	  0.005	 -0.360
 18.896	  0.000	 -0.355
 18.900	  0.000	 -0.340
 18.904	  0.000	 -0.320
 18.908	  0.010	 -0.345
 18.912	  0.000	 -0.350
 18.916	 -0.005	 -0.340
 18.920	 -0.010	 -0.330
 18.924	 -0.020	 -0.345
 18.928	 -0.025	 -0.360
 18.932	 -0.045	 -0.340
 18.936	 -0.030	 -0.360
 18.940	 -0.010	 -0.335
 18.944	 -0.020	 -0.355
 18.948	 -0.015	 -0.370
 18.952	 -0.025	 -0.360
 18.956	 -0.025	 -0.370
 18.960	 -0.035	 -0.355
 18.964	 -0.035	 -0.360
 18.968	 -0.020	 -0.355
 18.972	 -0.025	 -0.350
 18.976	 -0.025	 -0.340
 18.980	 -0.015	 -0.340
 18.984	 -0.055	 -0.355
 18.988	 -0.045	 -0.345
 18.992	 -0.025	 -0.340
 18.996	 -0.050	 -0.345
 19.000	 -0.030	 -0.360
 19.004	 -0.030	 -0.345
 19.008	 -0.030	 -0.330
 19.012	 -0.035	 -0.335
 19.016	 -0.030	 -0.350
 19.020	 -0.060	 -0.355
 19.024	 -0.050	 -0.360
 19.028	 -0.040	 -0.340
 19.032	 -0.050	 -0.340
 19.036	 -0.040	 -0.325
 19.040	 -0.040	 -0.305
 19.044	 -0.050	 -0.290
 19.048	 -0.035	 -0.235
 19.052	 -0.030	 -0.200
 19.056	 -0.025	 -0.175
 19.060	 -0.025	 -0.180
 19.064	  0.000	 -0.165
 19.068	  0.020	 -0.155
 19.072	  0.035	 -0.155
 19.076	  0.040	 -0.175
 19.080	  0.030	 -0.180
 19.084	  0.065	 -0.175
 19.088	  0.060	 -0.165
 19.092	  0.040	 -0.170
 19.096	  0.060	 -0.145
 19.100	  0.030	 -0.175
 19.104	 -0.005	 -0.210
 19.108	  0.010	 -0.265
 19.112	 -0.020	 -0.300
 19.116	 -0.050	 -0.260
 19.120	 -0.070	 -0.265
 19.124	 -0.080	 -0.280
 19.128	 -0.075	 -0.280
 19.132	 -0.130	 -0.315
 19.136	 -0.100	 -0.300
 19.140	 -0.120	 -0.295
 19.144	 -0.100	 -0.305
 19.148	 -0.105	 -0.295
 19.152	 -0.085	 -0.310
 19.156	 -0.090	 -0.320
 19.160	 -0.070	 -0.365
 19.164	 -0.080	 -0.365
 19.168	 -0.055	 -0.365
 19.172	 -0.045	 -0.365
 19.176	 -0.030	 -0.370
 19.180	 -0.015	 -0.370
 19.184	 -0.040	 -0.375
 19.188	 -0.055	 -0.370
 19.192	 -0.075	 -0.360
 19.196	 -0.030	 -0.380
 19.200	 -0.025	 -0.385
 19.204	 -0.065	 -0.380
 19.208	 -0.060	 -0.370
 19.212	 -0.055	 -0.365
 19.216	 -0.055	 -0.365
 19.220	 -0.065	 -0.360
 19.224	 -0.060	 -0.340
 19.228	 -0.070	 -0.320
 19.232	 -0.080	 -0.275
 19.236	 -0.050	 -0.275
 19.240	 -0.060	 -0.255
 19.244	 -0.065	 -0.155
 19.248	 -0.050	  0.050
 19.252	 -0.030	  0.305
 19.256	 -0.015	  0.555
 19.260	  0.000	  0.765
 19.264	 -0.035	  0.915
 19.268	 -0.080	  0.970
 19.272	 -0.110	  0.905
 19.276	 -0.155	  0.710
 19.280	 -0.275	  0.365
 19.284	 -0.435	  0.070
 19.288	 -0.760	  0.045
 19.292	 -1.030	  0.085
 19.296	 -1.265	 -0.010
 19.300	 -1.335	 -0.285
 19.304	 -1.335	 -0.555
 19.308	 -1.125	 -0.735
 19.312	 -0.745	 -0.820
 19.316	 -0.405	 -0.810
 19.320	 -0.225	 -0.720
 19.324	 -0.200	 -0.615
 19.328	 -0.210	 -0.560
 19.332	 -0.205	 -0.550
 19.336	 -0.210	 -0.545
 19.340	 -0.185	 -0.545
 19.344	 -0.160	 -0.550
 19.348	 -0.100	 -0.550
 19.352	 -0.025	 -0.555
 19.356	  0.005	 -0.545
 19.360	  0.000	 -0.555
 19.364	  0.015	 -0.540
 19.368	  0.025	 -0.540
 19.372	  0.025	 -0.550
 19.376	  0.035	 -0.560
 19.380	  0.020	 -0.560
 19.384	  0.025	 -0.565
 19.388	  0.050	 -0.560
 19.392	  0.045	 -0.570
 19.396	  0.050	 -0.560
 19.400	  0.050	 -0.545
 19.404	  0.055	 -0.560
 19.408	  0.045	 -0.575
 19.412	  0.060	 -0.570
 19.416	  0.040	 -0.560
 19.420	  0.040	 -0.570
 19.424	  0.040	 -0.550
 19.428	  0.050	 -0.565
 19.432	  0.055	 -0.585
 19.436	  0.045	 -0.590
 19.440	  0.020	 -0.580
 19.444	  0.045	 -0.595
 19.448	  0.045	 -0.595
 19.452	  0.050	 -0.600
 19.456	  0.045	 -0.595
 19.460	  0.050	 -0.620
 19.464	  0.050	 -0.610
 19.468	  0.050	 -0.605
 19.472	  0.020	 -0.620
 19.476	  0.035	 -0.605
 19.480	  0.035	 -0.605
 19.484	  0.030	 -0.625
 19.488	  0.015	 -0.625
 19.492	  0.025	 -0.610
 19.496	  0.020	 -0.615
 19.500	  0.030	 -0.615
 19.504	  0.015	 -0.600
 19.508	  0.010	 -0.620
 19.512	  0.020	 -0.620
 19.516	  0.005	 -0.580
 19.520	  0.020	 -0.575
 19.524	  0.010	 -0.570
 19.528	  0.020	 -0.580
 19.532	  0.000	 -0.555
 19.536	  0.000	 -0.535
 19.540	  0.000	 -0.510
 19.544	 -0.015	 -0.510
 19.548	  0.005	 -0.475
 19.552	 -0.020	 -0.460
 19.556	 -0.010	 -0.435
 19.560	 -0.035	 -0.425
 19.564	 -0.020	 -0.425
 19.568	 -0.040	 -0.415
 19.572	 -0.040	 -0.385
 19.576	 -0.050	 -0.400
 19.580	 -0.040	 -0.395
 19.584	 -0.045	 -0.400
